,Catalyst Name,Doesitbind,Doesitbind_pred,Doesitbind_predproba,Atom Number
3527,sf56x0,0,0,0.0,3
3526,sf56x0,0,0,0.0,2
2760,sf268x0,0,0,0.0,2
3532,sf56x0,0,0,0.0,8
486,sf135x0,0,0,0.0,19
3473,sf53x0,0,0,0.0,12
488,sf136x0,0,0,0.0,1
3471,sf53x0,0,0,0.0,10
2684,sf263x0,0,0,0.0,8
3469,sf53x0,0,0,0.0,8
3531,sf56x0,0,0,0.0,7
2763,sf268x0,0,0,0.0,5
2781,sf268x0,0,0,0.0,24
3562,sf58x0,0,0,0.0,1
2777,sf268x0,0,0,0.0,20
3566,sf58x0,0,0,0.0,5
2776,sf268x0,0,0,0.0,19
3565,sf58x0,0,0,0.0,4
3564,sf58x0,0,0,0.0,3
3563,sf58x0,0,0,0.0,2
2774,sf268x0,0,0,0.0,17
3533,sf56x0,0,0,0.0,9
3857,sf75x0,0,0,0.0,13
2773,sf268x0,0,0,0.0,16
2771,sf268x0,0,0,0.0,14
3535,sf56x0,0,0,0.0,11
3534,sf56x0,0,0,0.0,10
2764,sf268x0,0,0,0.0,6
1139,sf167x0,0,0,0.0,21
