,Catalyst Name,Doesitbind,Doesitbind_pred,Doesitbind_predproba,Atom Number
1256,sf175x0,0,0,0.006,7
3095,sf28x1,0,0,0.006,3
325,sf127x0,0,0,0.006,11
712,sf147x0,0,0,0.006,6
66,sf103x0,0,0,0.006,4
2063,sf225x0,0,0,0.006,6
2162,sf233x0,0,0,0.006,15
4098,sf96x0,0,0,0.006,15
3542,sf56x0,0,0,0.006,19
855,sf152x0,0,0,0.006,3
3455,sf52x0,0,0,0.006,16
238,sf11x0,0,0,0.006,18
1120,sf167x0,0,0,0.006,1
3636,sf61x0,0,0,0.006,5
508,sf136x0,0,0,0.006,22
539,sf138x0,0,0,0.006,8
3372,sf49x0,0,0,0.006,15
3367,sf49x0,0,0,0.006,10
2670,sf262x0,0,0,0.006,11
922,sf156x0,0,0,0.006,10
666,sf143x0,0,0,0.006,12
1497,sf189x0,0,0,0.006,18
760,sf148x0,0,0,0.006,25
155,sf111x0,0,0,0.006,8
1042,sf161x0,0,0,0.006,16
1265,sf176x0,0,0,0.006,2
629,sf141x0,0,0,0.006,5
1276,sf176x0,0,0,0.006,14
2667,sf262x0,0,0,0.006,8
794,sf14x0,0,0,0.006,15
696,sf146x0,0,0,0.006,4
1522,sf190x0,0,0,0.005,11
3330,sf45x0,0,0,0.005,13
568,sf13x0,0,0,0.005,1
1010,sf15x1,0,0,0.005,11
2231,sf239x0,0,0,0.005,13
191,sf114x0,0,0,0.005,9
2542,sf257x0,0,0,0.005,6
2293,sf242x0,0,0,0.005,3
3021,sf279x0,0,0,0.005,17
3071,sf281x0,0,0,0.005,16
3368,sf49x0,0,0,0.005,11
1884,sf212x0,0,0,0.005,19
3064,sf281x0,0,0,0.005,8
2334,sf244x0,0,0,0.005,17
3676,sf63x0,0,0,0.005,17
58,sf102x0,0,0,0.005,13
2126,sf230x0,0,0,0.005,3
0,sf100x0,0,0,0.005,1
2688,sf263x0,0,0,0.005,12
972,sf159x0,0,0,0.005,1
496,sf136x0,0,0,0.005,9
3806,sf71x0,0,0,0.005,13
1235,sf173x0,0,0,0.005,28
57,sf102x0,0,0,0.005,12
3051,sf280x0,0,0,0.005,16
3902,sf80x0,0,0,0.005,7
2132,sf230x0,0,0,0.005,10
3899,sf80x0,0,0,0.005,3
1469,sf188x0,0,0,0.005,2
1527,sf190x0,0,0,0.005,16
2165,sf233x0,0,0,0.005,18
3858,sf76x0,0,0,0.005,1
2348,sf245x0,0,0,0.005,11
3118,sf29x1,0,0,0.005,14
3497,sf54x0,0,0,0.005,14
3382,sf4x0,0,0,0.005,11
2033,sf222x0,0,0,0.005,9
3524,sf55x0,0,0,0.005,21
3808,sf71x0,0,0,0.005,15
418,sf131x0,0,0,0.005,15
1388,sf183x0,0,0,0.005,2
959,sf158x0,0,0,0.005,2
812,sf14x1,0,0,0.005,17
3914,sf81x0,0,0,0.005,10
2500,sf253x0,0,0,0.005,12
1455,sf187x0,0,0,0.005,9
3933,sf82x0,0,0,0.005,11
2669,sf262x0,0,0,0.005,10
918,sf156x0,0,0,0.005,5
1442,sf186x0,0,0,0.005,9
538,sf138x0,0,0,0.005,7
3447,sf52x0,0,0,0.005,8
4067,sf95x0,0,0,0.005,12
3921,sf81x0,0,0,0.005,18
2677,sf262x0,0,0,0.005,18
1307,sf179x0,0,0,0.005,2
1851,sf210x0,0,0,0.005,12
738,sf148x0,0,0,0.005,2
434,sf132x0,0,0,0.005,13
431,sf132x0,0,0,0.005,9
872,sf153x0,0,0,0.005,6
1131,sf167x0,0,0,0.005,13
4059,sf95x0,0,0,0.005,4
1900,sf214x0,0,0,0.005,6
3715,sf65x0,0,0,0.005,18
3449,sf52x0,0,0,0.005,10
4054,sf94x0,0,0,0.005,13
343,sf128x0,0,0,0.005,12
2664,sf262x0,0,0,0.005,4
2662,sf262x0,0,0,0.005,2
822,sf150x0,0,0,0.005,8
982,sf159x0,0,0,0.005,11
3888,sf78x0,0,0,0.005,15
241,sf120x0,0,0,0.005,1
3258,sf3x0,0,0,0.005,11
4020,sf92x0,0,0,0.005,7
329,sf127x0,0,0,0.005,16
2067,sf225x0,0,0,0.005,10
1402,sf183x0,0,0,0.005,17
1926,sf216x0,0,0,0.005,6
3122,sf29x1,0,0,0.005,18
4028,sf92x0,0,0,0.005,15
37,sf101x0,0,0,0.005,18
40,sf101x0,0,0,0.005,21
1927,sf216x0,0,0,0.005,7
2051,sf224x0,0,0,0.005,7
1679,sf199x0,0,0,0.005,12
983,sf159x0,0,0,0.005,12
4138,sf99x0,0,0,0.005,13
906,sf155x0,0,0,0.005,9
1593,sf195x0,0,0,0.005,14
1705,sf1x0,0,0,0.005,14
777,sf149x0,0,0,0.005,11
2412,sf248x0,0,0,0.005,12
1248,sf174x0,0,0,0.005,14
3432,sf51x0,0,0,0.005,16
2949,sf275x0,0,0,0.005,22
2661,sf262x0,0,0,0.005,1
1566,sf194x0,0,0,0.005,7
1215,sf173x0,0,0,0.004,6
3592,sf59x0,0,0,0.004,10
1142,sf168x0,0,0,0.004,1
3877,sf78x0,0,0,0.004,3
1043,sf161x0,0,0,0.004,17
1222,sf173x0,0,0,0.004,14
631,sf141x0,0,0,0.004,7
1897,sf214x0,0,0,0.004,2
4061,sf95x0,0,0,0.004,6
4065,sf95x0,0,0,0.004,10
4039,sf93x0,0,0,0.004,12
4069,sf95x0,0,0,0.004,14
616,sf140x0,0,0,0.004,15
615,sf140x0,0,0,0.004,14
609,sf140x0,0,0,0.004,7
4074,sf95x0,0,0,0.004,19
4076,sf95x0,0,0,0.004,21
4079,sf95x0,0,0,0.004,25
4081,sf95x0,0,0,0.004,27
561,sf139x0,0,0,0.004,13
389,sf130x0,0,0,0.004,3
3884,sf78x0,0,0,0.004,11
1476,sf188x0,0,0,0.004,9
3876,sf78x0,0,0,0.004,1
1473,sf188x0,0,0,0.004,6
3819,sf72x0,0,0,0.004,11
3811,sf72x0,0,0,0.004,2
463,sf134x0,0,0,0.004,10
994,sf15x0,0,0,0.004,6
1228,sf173x0,0,0,0.004,20
1225,sf173x0,0,0,0.004,17
875,sf153x0,0,0,0.004,9
216,sf117x0,0,0,0.004,1
3452,sf52x0,0,0,0.004,13
961,sf158x0,0,0,0.004,4
2381,sf246x0,0,0,0.004,16
4005,sf91x0,0,0,0.004,6
4011,sf91x0,0,0,0.004,12
27,sf101x0,0,0,0.004,7
28,sf101x0,0,0,0.004,8
2064,sf225x0,0,0,0.004,7
2060,sf225x0,0,0,0.004,2
1933,sf216x0,0,0,0.004,13
1599,sf195x0,0,0,0.004,20
86,sf106x0,0,0,0.004,1
1598,sf195x0,0,0,0.004,19
95,sf106x0,0,0,0.004,11
2570,sf258x0,0,0,0.004,13
1066,sf163x0,0,0,0.004,1
797,sf14x0,0,0,0.004,18
1184,sf170x0,0,0,0.004,11
796,sf14x0,0,0,0.004,17
2564,sf258x0,0,0,0.004,7
2558,sf258x0,0,0,0.004,1
2488,sf252x0,0,0,0.004,13
1295,sf178x0,0,0,0.004,4
1296,sf178x0,0,0,0.004,5
2671,sf262x0,0,0,0.004,12
2481,sf252x0,0,0,0.004,5
3148,sf30x1,0,0,0.004,14
1619,sf196x0,0,0,0.004,19
153,sf111x0,0,0,0.004,6
151,sf111x0,0,0,0.004,4
1636,sf197x0,0,0,0.004,17
1641,sf197x0,0,0,0.004,22
2924,sf274x0,0,0,0.004,22
2745,sf267x0,0,0,0.004,8
3445,sf52x0,0,0,0.004,6
2041,sf222x0,0,0,0.004,18
1311,sf179x0,0,0,0.004,6
3444,sf52x0,0,0,0.004,5
3441,sf52x0,0,0,0.004,2
1666,sf198x0,0,0,0.004,23
2473,sf251x0,0,0,0.004,15
2163,sf233x0,0,0,0.004,16
2287,sf241x0,0,0,0.004,14
2168,sf233x0,0,0,0.004,21
1576,sf194x0,0,0,0.004,18
3120,sf29x1,0,0,0.004,16
3323,sf45x0,0,0,0.004,6
1264,sf176x0,0,0,0.004,1
1118,sf166x0,0,0,0.004,8
656,sf143x0,0,0,0.004,1
2044,sf222x0,0,0,0.004,21
1084,sf164x0,0,0,0.004,1
18,sf100x0,0,0,0.004,21
3964,sf84x0,0,0,0.004,10
2772,sf268x0,0,0,0.004,15
2778,sf268x0,0,0,0.004,21
3571,sf58x0,0,0,0.004,10
3518,sf55x0,0,0,0.004,14
3891,sf79x0,0,0,0.004,3
3890,sf79x0,0,0,0.004,1
3284,sf42x0,0,0,0.004,6
3737,sf66x0,0,0,0.004,15
3217,sf32x1,0,0,0.004,35
2894,sf273x0,0,0,0.004,16
3796,sf71x0,0,0,0.004,2
3800,sf71x0,0,0,0.004,7
3744,sf67x0,0,0,0.004,5
819,sf150x0,0,0,0.004,5
4049,sf94x0,0,0,0.004,8
2985,sf278x0,0,0,0.004,4
2878,sf272x0,0,0,0.004,21
2492,sf253x0,0,0,0.004,3
2208,sf238x0,0,0,0.004,3
1397,sf183x0,0,0,0.004,12
3073,sf281x0,0,0,0.004,18
3908,sf81x0,0,0,0.004,4
2210,sf238x0,0,0,0.004,5
3001,sf278x0,0,0,0.004,21
2138,sf231x0,0,0,0.004,2
2213,sf238x0,0,0,0.004,8
3869,sf77x0,0,0,0.004,1
811,sf14x1,0,0,0.004,16
2432,sf249x0,0,0,0.004,14
912,sf155x0,0,0,0.004,15
2872,sf272x0,0,0,0.004,15
1528,sf190x0,0,0,0.004,17
3558,sf57x0,0,0,0.004,17
2430,sf249x0,0,0,0.004,12
1494,sf189x0,0,0,0.004,15
1862,sf211x0,0,0,0.004,7
2225,sf239x0,0,0,0.004,6
2297,sf242x0,0,0,0.004,7
537,sf138x0,0,0,0.004,6
1454,sf187x0,0,0,0.004,8
2226,sf239x0,0,0,0.004,7
2230,sf239x0,0,0,0.004,12
1394,sf183x0,0,0,0.004,9
2529,sf256x0,0,0,0.004,10
421,sf131x0,0,0,0.004,18
2789,sf269x0,0,0,0.004,6
3058,sf281x0,0,0,0.004,2
1849,sf210x0,0,0,0.004,9
3306,sf44x0,0,0,0.004,1
2787,sf269x0,0,0,0.004,4
1165,sf169x0,0,0,0.004,6
767,sf149x0,0,0,0.004,1
1876,sf212x0,0,0,0.004,10
1427,sf185x0,0,0,0.004,7
3506,sf55x0,0,0,0.004,2
1877,sf212x0,0,0,0.004,11
2970,sf277x0,0,0,0.004,6
413,sf131x0,0,0,0.004,10
1278,sf177x0,0,0,0.004,1
1369,sf181x0,0,0,0.004,11
4128,sf99x0,0,0,0.003,3
3440,sf52x0,0,0,0.003,1
1383,sf182x0,0,0,0.003,11
2908,sf274x0,0,0,0.003,5
1246,sf174x0,0,0,0.003,12
2844,sf270x0,0,0,0.003,25
948,sf157x0,0,0,0.003,14
4013,sf91x0,0,0,0.003,14
3338,sf46x0,0,0,0.003,8
1667,sf198x0,0,0,0.003,24
642,sf142x0,0,0,0.003,1
3297,sf43x0,0,0,0.003,5
2305,sf242x0,0,0,0.003,16
2539,sf257x0,0,0,0.003,3
3302,sf43x0,0,0,0.003,10
833,sf150x0,0,0,0.003,20
1567,sf194x0,0,0,0.003,8
2151,sf233x0,0,0,0.003,2
2081,sf227x0,0,0,0.003,11
3898,sf80x0,0,0,0.003,1
913,sf155x0,0,0,0.003,16
2313,sf243x0,0,0,0.003,7
1883,sf212x0,0,0,0.003,18
2276,sf241x0,0,0,0.003,2
1012,sf15x1,0,0,0.003,13
96,sf106x0,0,0,0.003,12
3002,sf278x0,0,0,0.003,22
4130,sf99x0,0,0,0.003,5
2829,sf270x0,0,0,0.003,8
38,sf101x0,0,0,0.003,19
1795,sf206x0,0,0,0.003,9
2447,sf250x0,0,0,0.003,1
2534,sf256x0,0,0,0.003,16
2822,sf270x0,0,0,0.003,1
2636,sf261x0,0,0,0.003,11
1879,sf212x0,0,0,0.003,13
2160,sf233x0,0,0,0.003,13
1106,sf165x0,0,0,0.003,10
2040,sf222x0,0,0,0.003,17
3998,sf90x0,0,0,0.003,18
3725,sf66x0,0,0,0.003,2
2769,sf268x0,0,0,0.003,12
730,sf147x0,0,0,0.003,25
954,sf157x0,0,0,0.003,20
3693,sf64x0,0,0,0.003,7
3567,sf58x0,0,0,0.003,6
195,sf114x0,0,0,0.003,13
3756,sf67x0,0,0,0.003,18
3070,sf281x0,0,0,0.003,15
3946,sf83x0,0,0,0.003,6
3681,sf63x0,0,0,0.003,23
4090,sf96x0,0,0,0.003,7
3373,sf4x0,0,0,0.003,1
3061,sf281x0,0,0,0.003,5
3997,sf90x0,0,0,0.003,17
3769,sf68x0,0,0,0.003,14
3666,sf63x0,0,0,0.003,6
3766,sf68x0,0,0,0.003,11
3731,sf66x0,0,0,0.003,9
3576,sf58x0,0,0,0.003,16
3733,sf66x0,0,0,0.003,11
3735,sf66x0,0,0,0.003,13
3287,sf42x0,0,0,0.003,9
1910,sf215x0,0,0,0.003,2
3503,sf54x0,0,0,0.003,21
1428,sf185x0,0,0,0.003,8
2357,sf245x0,0,0,0.003,20
484,sf135x0,0,0,0.003,17
3536,sf56x0,0,0,0.003,12
3966,sf84x0,0,0,0.003,12
485,sf135x0,0,0,0.003,18
2921,sf274x0,0,0,0.003,19
3260,sf3x0,0,0,0.003,13
2988,sf278x0,0,0,0.003,7
3392,sf50x0,0,0,0.003,7
3395,sf50x0,0,0,0.003,10
3397,sf50x0,0,0,0.003,12
3442,sf52x0,0,0,0.003,3
2584,sf259x0,0,0,0.003,10
2987,sf278x0,0,0,0.003,6
2045,sf222x0,0,0,0.003,22
506,sf136x0,0,0,0.003,20
1181,sf170x0,0,0,0.003,7
1179,sf170x0,0,0,0.003,5
2986,sf278x0,0,0,0.003,5
1092,sf164x0,0,0,0.003,10
898,sf154x0,0,0,0.003,19
2110,sf229x0,0,0,0.003,14
888,sf154x0,0,0,0.003,9
882,sf154x0,0,0,0.003,2
491,sf136x0,0,0,0.003,4
3470,sf53x0,0,0,0.003,9
2097,sf228x0,0,0,0.003,14
2887,sf273x0,0,0,0.003,8
3477,sf53x0,0,0,0.003,16
3483,sf53x0,0,0,0.003,23
333,sf128x0,0,0,0.003,1
94,sf106x0,0,0,0.003,10
3900,sf80x0,0,0,0.003,4
603,sf140x0,0,0,0.003,1
1626,sf197x0,0,0,0.003,6
679,sf145x0,0,0,0.003,2
2796,sf269x0,0,0,0.003,14
156,sf111x0,0,0,0.003,9
2795,sf269x0,0,0,0.003,13
567,sf139x0,0,0,0.003,19
684,sf145x0,0,0,0.003,7
764,sf148x0,0,0,0.003,29
745,sf148x0,0,0,0.003,9
919,sf156x0,0,0,0.003,6
3031,sf27x1,0,0,0.003,9
689,sf145x0,0,0,0.003,12
1521,sf190x0,0,0,0.003,10
1631,sf197x0,0,0,0.003,12
783,sf14x0,0,0,0.003,2
3028,sf27x1,0,0,0.003,6
784,sf14x0,0,0,0.003,3
2981,sf277x0,0,0,0.003,19
4084,sf95x0,0,0,0.003,30
861,sf152x0,0,0,0.003,9
810,sf14x1,0,0,0.003,15
1762,sf204x0,0,0,0.003,7
4019,sf92x0,0,0,0.003,6
3223,sf32x2,0,0,0.003,7
741,sf148x0,0,0,0.003,5
1127,sf167x0,0,0,0.003,9
525,sf137x0,0,0,0.003,8
1486,sf189x0,0,0,0.003,7
1488,sf189x0,0,0,0.003,9
753,sf148x0,0,0,0.003,18
3859,sf76x0,0,0,0.003,2
923,sf156x0,0,0,0.003,11
1615,sf196x0,0,0,0.003,15
3443,sf52x0,0,0,0.003,4
1343,sf17x1,0,0,0.003,14
2805,sf269x0,0,0,0.003,23
318,sf127x0,0,0,0.003,4
393,sf130x0,0,0,0.003,7
394,sf130x0,0,0,0.003,8
550,sf139x0,0,0,0.003,1
3617,sf60x0,0,0,0.003,3
4041,sf93x0,0,0,0.003,14
1174,sf169x0,0,0,0.003,16
637,sf141x0,0,0,0.003,14
4057,sf95x0,0,0,0.003,1
1643,sf197x0,0,0,0.003,24
2007,sf220x0,0,0,0.003,9
341,sf128x0,0,0,0.003,10
874,sf153x0,0,0,0.003,8
3438,sf51x0,0,0,0.003,23
3451,sf52x0,0,0,0.003,12
3450,sf52x0,0,0,0.003,11
2651,sf261x0,0,0,0.003,26
4108,sf97x0,0,0,0.003,11
3448,sf52x0,0,0,0.003,9
3517,sf55x0,0,0,0.003,13
2004,sf220x0,0,0,0.003,6
1853,sf210x0,0,0,0.003,15
3446,sf52x0,0,0,0.003,7
1869,sf212x0,0,0,0.003,2
1872,sf212x0,0,0,0.003,6
1664,sf198x0,0,0,0.003,21
1445,sf186x0,0,0,0.003,13
1655,sf198x0,0,0,0.003,11
524,sf137x0,0,0,0.003,7
619,sf140x0,0,0,0.003,18
1437,sf186x0,0,0,0.003,4
3602,sf59x0,0,0,0.003,21
1634,sf197x0,0,0,0.003,15
3594,sf59x0,0,0,0.003,12
1439,sf186x0,0,0,0.003,6
641,sf141x0,0,0,0.003,18
4091,sf96x0,0,0,0.002,8
3228,sf32x2,0,0,0.002,12
3704,sf65x0,0,0,0.002,5
1129,sf167x0,0,0,0.002,11
2755,sf267x0,0,0,0.002,19
885,sf154x0,0,0,0.002,5
1632,sf197x0,0,0,0.002,13
2736,sf266x0,0,0,0.002,15
4096,sf96x0,0,0,0.002,13
2363,sf245x0,0,0,0.002,27
3677,sf63x0,0,0,0.002,19
1434,sf185x0,0,0,0.002,15
4100,sf97x0,0,0,0.002,3
2892,sf273x0,0,0,0.002,14
1611,sf196x0,0,0,0.002,11
3378,sf4x0,0,0,0.002,7
152,sf111x0,0,0,0.002,5
4105,sf97x0,0,0,0.002,8
3019,sf279x0,0,0,0.002,15
199,sf114x0,0,0,0.002,17
3714,sf65x0,0,0,0.002,16
709,sf147x0,0,0,0.002,3
711,sf147x0,0,0,0.002,5
3729,sf66x0,0,0,0.002,7
1134,sf167x0,0,0,0.002,16
3711,sf65x0,0,0,0.002,13
1132,sf167x0,0,0,0.002,14
713,sf147x0,0,0,0.002,7
715,sf147x0,0,0,0.002,9
3499,sf54x0,0,0,0.002,16
4088,sf96x0,0,0,0.002,5
167,sf112x0,0,0,0.002,8
232,sf11x0,0,0,0.002,12
2734,sf266x0,0,0,0.002,13
2145,sf231x0,0,0,0.002,10
2899,sf273x0,0,0,0.002,21
3707,sf65x0,0,0,0.002,9
1137,sf167x0,0,0,0.002,19
3720,sf65x0,0,0,0.002,23
3059,sf281x0,0,0,0.002,3
1244,sf174x0,0,0,0.002,10
2093,sf228x0,0,0,0.002,10
703,sf146x0,0,0,0.002,12
800,sf14x1,0,0,0.002,3
834,sf151x0,0,0,0.002,1
3000,sf278x0,0,0,0.002,20
2906,sf274x0,0,0,0.002,3
34,sf101x0,0,0,0.002,15
2566,sf258x0,0,0,0.002,9
701,sf146x0,0,0,0.002,9
1601,sf195x0,0,0,0.002,22
814,sf14x1,0,0,0.002,30
843,sf151x0,0,0,0.002,10
3840,sf74x0,0,0,0.002,7
1263,sf175x0,0,0,0.002,15
2912,sf274x0,0,0,0.002,10
693,sf146x0,0,0,0.002,1
966,sf158x0,0,0,0.002,10
1806,sf207x0,0,0,0.002,2
847,sf151x0,0,0,0.002,14
1591,sf195x0,0,0,0.002,12
770,sf149x0,0,0,0.002,4
2617,sf260x0,0,0,0.002,13
1582,sf195x0,0,0,0.002,2
2615,sf260x0,0,0,0.002,11
275,sf122x0,0,0,0.002,15
282,sf124x0,0,0,0.002,1
419,sf131x0,0,0,0.002,16
2047,sf224x0,0,0,0.002,2
2401,sf248x0,0,0,0.002,1
1074,sf163x0,0,0,0.002,10
3906,sf81x0,0,0,0.002,1
4135,sf99x0,0,0,0.002,10
937,sf157x0,0,0,0.002,2
705,sf146x0,0,0,0.002,14
4010,sf91x0,0,0,0.002,11
2369,sf246x0,0,0,0.002,3
3219,sf32x2,0,0,0.002,3
2740,sf267x0,0,0,0.002,3
2575,sf259x0,0,0,0.002,1
2576,sf259x0,0,0,0.002,2
2579,sf259x0,0,0,0.002,5
756,sf148x0,0,0,0.002,21
1254,sf175x0,0,0,0.002,5
1350,sf180x0,0,0,0.002,6
2744,sf267x0,0,0,0.002,7
3138,sf30x1,0,0,0.002,4
751,sf148x0,0,0,0.002,16
3078,sf281x0,0,0,0.002,23
1059,sf162x0,0,0,0.002,14
3823,sf73x0,0,0,0.002,2
747,sf148x0,0,0,0.002,11
892,sf154x0,0,0,0.002,13
3989,sf90x0,0,0,0.002,8
1298,sf178x0,0,0,0.002,7
2370,sf246x0,0,0,0.002,4
3999,sf90x0,0,0,0.002,20
917,sf156x0,0,0,0.002,4
2371,sf246x0,0,0,0.002,5
4003,sf91x0,0,0,0.002,4
4002,sf91x0,0,0,0.002,3
4000,sf90x0,0,0,0.002,21
762,sf148x0,0,0,0.002,27
541,sf138x0,0,0,0.002,10
2382,sf246x0,0,0,0.002,17
852,sf151x0,0,0,0.002,20
2374,sf246x0,0,0,0.002,8
2486,sf252x0,0,0,0.002,11
1354,sf180x0,0,0,0.002,10
930,sf156x0,0,0,0.002,18
3253,sf3x0,0,0,0.002,6
2577,sf259x0,0,0,0.002,3
1903,sf214x0,0,0,0.002,9
3754,sf67x0,0,0,0.002,16
3389,sf50x0,0,0,0.002,4
3387,sf50x0,0,0,0.002,2
2340,sf245x0,0,0,0.002,3
2235,sf239x0,0,0,0.002,17
1107,sf165x0,0,0,0.002,11
1108,sf165x0,0,0,0.002,12
2327,sf244x0,0,0,0.002,9
2540,sf257x0,0,0,0.002,4
1824,sf209x0,0,0,0.002,7
2801,sf269x0,0,0,0.002,19
2331,sf244x0,0,0,0.002,13
3640,sf61x0,0,0,0.002,9
466,sf134x0,0,0,0.002,14
1818,sf208x0,0,0,0.002,8
1229,sf173x0,0,0,0.002,21
1495,sf189x0,0,0,0.002,16
3388,sf50x0,0,0,0.002,3
2026,sf222x0,0,0,0.002,1
3337,sf46x0,0,0,0.002,7
2804,sf269x0,0,0,0.002,22
2551,sf257x0,0,0,0.002,15
63,sf102x0,0,0,0.002,18
4015,sf92x0,0,0,0.002,1
3560,sf57x0,0,0,0.002,19
2268,sf240x0,0,0,0.002,20
2221,sf239x0,0,0,0.002,2
3886,sf78x0,0,0,0.002,13
2345,sf245x0,0,0,0.002,8
2039,sf222x0,0,0,0.002,16
3400,sf50x0,0,0,0.002,15
510,sf136x0,0,0,0.002,24
2035,sf222x0,0,0,0.002,11
2865,sf272x0,0,0,0.002,7
3393,sf50x0,0,0,0.002,8
2859,sf272x0,0,0,0.002,1
1816,sf208x0,0,0,0.002,6
1227,sf173x0,0,0,0.002,19
3870,sf77x0,0,0,0.002,2
1209,sf172x0,0,0,0.002,8
1880,sf212x0,0,0,0.002,15
2464,sf251x0,0,0,0.002,5
3620,sf60x0,0,0,0.002,6
2475,sf251x0,0,0,0.002,17
824,sf150x0,0,0,0.002,10
981,sf159x0,0,0,0.002,10
1530,sf190x0,0,0,0.002,19
2839,sf270x0,0,0,0.002,20
2794,sf269x0,0,0,0.002,12
1440,sf186x0,0,0,0.002,7
2502,sf253x0,0,0,0.002,14
1665,sf198x0,0,0,0.002,22
1448,sf186x0,0,0,0.002,16
2938,sf275x0,0,0,0.002,10
1662,sf198x0,0,0,0.002,19
4048,sf94x0,0,0,0.002,7
1045,sf161x0,0,0,0.002,19
3333,sf46x0,0,0,0.002,2
2522,sf256x0,0,0,0.002,3
2294,sf242x0,0,0,0.002,4
1381,sf182x0,0,0,0.002,9
3326,sf45x0,0,0,0.002,9
1041,sf161x0,0,0,0.002,15
1572,sf194x0,0,0,0.002,14
1574,sf194x0,0,0,0.002,16
2637,sf261x0,0,0,0.002,12
1578,sf194x0,0,0,0.002,20
2073,sf227x0,0,0,0.002,2
2128,sf230x0,0,0,0.002,6
2169,sf233x0,0,0,0.002,22
2084,sf227x0,0,0,0.002,14
2278,sf241x0,0,0,0.002,4
1519,sf190x0,0,0,0.002,8
2289,sf241x0,0,0,0.002,16
2107,sf229x0,0,0,0.002,11
3401,sf50x0,0,0,0.002,16
48,sf102x0,0,0,0.002,1
3748,sf67x0,0,0,0.002,9
2815,sf26x1,0,0,0.002,9
2257,sf240x0,0,0,0.002,7
639,sf141x0,0,0,0.002,16
3750,sf67x0,0,0,0.002,11
2812,sf26x1,0,0,0.002,6
621,sf140x0,0,0,0.002,20
4031,sf93x0,0,0,0.002,4
4033,sf93x0,0,0,0.002,6
361,sf129x0,0,0,0.002,11
1758,sf204x0,0,0,0.002,2
2978,sf277x0,0,0,0.002,15
116,sf10x0,0,0,0.002,6
3849,sf75x0,0,0,0.002,5
3851,sf75x0,0,0,0.002,7
2775,sf268x0,0,0,0.002,18
623,sf140x0,0,0,0.002,22
351,sf129x0,0,0,0.002,1
3924,sf82x0,0,0,0.002,1
98,sf107x0,0,0,0.002,1
3759,sf68x0,0,0,0.002,3
3949,sf83x0,0,0,0.002,9
3050,sf280x0,0,0,0.002,15
3758,sf68x0,0,0,0.002,2
3048,sf280x0,0,0,0.002,13
1905,sf214x0,0,0,0.002,11
3044,sf280x0,0,0,0.002,8
3573,sf58x0,0,0,0.002,12
3778,sf69x0,0,0,0.002,7
3782,sf69x0,0,0,0.002,12
4122,sf98x0,0,0,0.002,11
3039,sf280x0,0,0,0.002,3
2206,sf238x0,0,0,0.002,1
2821,sf26x1,0,0,0.002,24
3745,sf67x0,0,0,0.002,6
3956,sf84x0,0,0,0.002,1
2783,sf268x0,0,0,0.002,26
564,sf139x0,0,0,0.002,16
390,sf130x0,0,0,0.002,4
1761,sf204x0,0,0,0.002,6
2679,sf263x0,0,0,0.002,2
20,sf100x0,0,0,0.002,25
19,sf100x0,0,0,0.002,23
120,sf10x0,0,0,0.002,10
2264,sf240x0,0,0,0.002,15
3472,sf53x0,0,0,0.002,11
487,sf135x0,0,0,0.002,20
2875,sf272x0,0,0,0.002,18
2687,sf263x0,0,0,0.002,11
3476,sf53x0,0,0,0.002,15
3586,sf59x0,0,0,0.002,4
3538,sf56x0,0,0,0.002,14
3540,sf56x0,0,0,0.002,17
1039,sf161x0,0,0,0.001,13
3909,sf81x0,0,0,0.001,5
1212,sf173x0,0,0,0.001,3
1414,sf184x0,0,0,0.001,7
1210,sf173x0,0,0,0.001,1
2876,sf272x0,0,0,0.001,19
2477,sf252x0,0,0,0.001,1
853,sf152x0,0,0,0.001,1
2873,sf272x0,0,0,0.001,16
1908,sf214x0,0,0,0.001,14
522,sf137x0,0,0,0.001,5
3709,sf65x0,0,0,0.001,11
1418,sf184x0,0,0,0.001,11
1214,sf173x0,0,0,0.001,5
2799,sf269x0,0,0,0.001,17
3221,sf32x2,0,0,0.001,5
2490,sf253x0,0,0,0.001,1
2791,sf269x0,0,0,0.001,8
3721,sf65x0,0,0,0.001,24
2250,sf23x1,0,0,0.001,24
1650,sf198x0,0,0,0.001,6
3226,sf32x2,0,0,0.001,10
3719,sf65x0,0,0,0.001,22
1410,sf184x0,0,0,0.001,3
261,sf121x0,0,0,0.001,13
1653,sf198x0,0,0,0.001,9
3706,sf65x0,0,0,0.001,7
1224,sf173x0,0,0,0.001,16
4102,sf97x0,0,0,0.001,5
2806,sf269x0,0,0,0.001,24
2562,sf258x0,0,0,0.001,5
2020,sf221x0,0,0,0.001,9
2976,sf277x0,0,0,0.001,13
314,sf126x0,0,0,0.001,21
2966,sf277x0,0,0,0.001,2
2869,sf272x0,0,0,0.001,11
532,sf138x0,0,0,0.001,1
3716,sf65x0,0,0,0.001,19
2332,sf244x0,0,0,0.001,14
3922,sf81x0,0,0,0.001,19
322,sf127x0,0,0,0.001,8
3717,sf65x0,0,0,0.001,20
3718,sf65x0,0,0,0.001,21
3700,sf65x0,0,0,0.001,1
4110,sf97x0,0,0,0.001,13
321,sf127x0,0,0,0.001,7
2706,sf264x0,0,0,0.001,17
2785,sf269x0,0,0,0.001,2
2218,sf238x0,0,0,0.001,14
719,sf147x0,0,0,0.001,13
721,sf147x0,0,0,0.001,15
